date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202113,AG,male,7497,sex,348814,59092,2.15,16.94,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.477,47.699999999999996
202114,AG,male,9785,sex,348814,68877,2.81,19.75,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.468,46.800000000000004
202115,AG,male,10937,sex,348814,79814,3.14,22.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.434,43.4
202116,AG,male,14572,sex,348814,94386,4.18,27.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.487,48.699999999999996
202117,AG,male,11938,sex,348814,106324,3.42,30.48,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.478,47.8
202118,AG,male,17018,sex,348814,123342,4.88,35.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.49,49
202119,AG,male,14723,sex,348814,138065,4.22,39.58,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.45,45
202120,AG,male,18507,sex,348814,156572,5.31,44.89,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.48,48
202121,AG,male,20652,sex,348814,177224,5.92,50.81,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.504,50.4
202122,AG,male,26663,sex,348814,203887,7.64,58.45,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.52,52
202123,AG,male,25897,sex,348814,229784,7.42,65.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.52,52
202124,AG,male,22421,sex,348814,252205,6.43,72.3,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.53,53
202125,AG,male,18829,sex,348814,271034,5.4,77.7,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.523,52.300000000000004
202126,AG,male,18619,sex,348814,289653,5.34,83.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.533,53.300000000000004
202127,AG,male,19389,sex,348814,309042,5.56,88.6,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.542,54.2
202128,AG,male,16296,sex,348814,325338,4.67,93.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.553,55.300000000000004
202129,AG,male,10234,sex,348814,335572,2.93,96.2,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.535,53.5
202130,AG,male,7666,sex,348814,343238,2.2,98.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.521,52.1
202131,AG,male,6561,sex,348814,349799,1.88,100.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.512,51.2
202132,AG,male,5780,sex,348814,355579,1.66,101.94,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.516,51.6
202133,AG,male,6076,sex,348814,361655,1.74,103.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.503,50.3
202134,AG,male,7580,sex,348814,369235,2.17,105.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.503,50.3
202135,AG,male,7540,sex,348814,376775,2.16,108.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.508,50.8
202136,AG,male,9017,sex,348814,385792,2.59,110.6,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.522,52.2
202137,AG,male,10171,sex,348814,395963,2.92,113.52,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.525,52.5
202138,AG,male,8226,sex,348814,404189,2.36,115.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.504,50.4
202139,AG,male,7480,sex,348814,411669,2.14,118.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.511,51.1
202140,AG,male,7106,sex,348814,418775,2.04,120.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.523,52.300000000000004
202141,AG,male,7241,sex,348814,426016,2.08,122.13,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.524,52.400000000000006
202142,AG,male,5645,sex,348814,431661,1.62,123.75,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.523,52.300000000000004
202143,AG,male,4291,sex,348814,435952,1.23,124.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.519,51.9
202144,AG,male,3226,sex,348814,439178,0.92,125.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.543,54.300000000000004
202145,AG,male,3774,sex,348814,442952,1.08,126.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.496,49.6
202146,AG,male,12232,sex,348814,455184,3.51,130.49,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.501,50.1
202147,AG,male,12833,sex,348814,468017,3.68,134.17,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.463,46.300000000000004
202148,AG,male,14775,sex,348814,482792,4.24,138.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.461,46.1
202149,AG,male,15467,sex,348814,498259,4.43,142.84,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.469,46.9
202052,AG,female,1,sex,345258,1,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,1,100
202053,AG,female,168,sex,345258,169,0.05,0.05,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.68,68
202101,AG,female,1332,sex,345258,1501,0.39,0.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.528,52.800000000000004
202102,AG,female,1956,sex,345258,3457,0.57,1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.558,55.800000000000004
202103,AG,female,3364,sex,345258,6821,0.97,1.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.545,54.50000000000001
202104,AG,female,4284,sex,345258,11105,1.24,3.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.596,59.599999999999994
202105,AG,female,5141,sex,345258,16246,1.49,4.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.593,59.3
202106,AG,female,4436,sex,345258,20682,1.28,5.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.575,57.49999999999999
202107,AG,female,6086,sex,345258,26768,1.76,7.75,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.547,54.7
202108,AG,female,8326,sex,345258,35094,2.41,10.16,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.559,55.900000000000006
202109,AG,female,7748,sex,345258,42842,2.24,12.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.564,56.39999999999999
202110,AG,female,7539,sex,345258,50381,2.18,14.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.554,55.400000000000006
202111,AG,female,5765,sex,345258,56146,1.67,16.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.545,54.50000000000001
202112,AG,female,8683,sex,345258,64829,2.51,18.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.528,52.800000000000004
202113,AG,female,8223,sex,345258,73052,2.38,21.16,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.523,52.300000000000004
202114,AG,female,11125,sex,345258,84177,3.22,24.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.532,53.2
202115,AG,female,14258,sex,345258,98435,4.13,28.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.566,56.599999999999994
202116,AG,female,15357,sex,345258,113792,4.45,32.96,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.513,51.300000000000004
202117,AG,female,13035,sex,345258,126827,3.78,36.73,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.522,52.2
202118,AG,female,17744,sex,345258,144571,5.14,41.87,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.51,51
202119,AG,female,18002,sex,345258,162573,5.21,47.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.55,55.00000000000001
202120,AG,female,20064,sex,345258,182637,5.81,52.9,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.52,52
202121,AG,female,20288,sex,345258,202925,5.88,58.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.496,49.6
202122,AG,female,24646,sex,345258,227571,7.14,65.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.48,48
202123,AG,female,23940,sex,345258,251511,6.93,72.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.48,48
202124,AG,female,19890,sex,345258,271401,5.76,78.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.47,47
202125,AG,female,17143,sex,345258,288544,4.97,83.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.477,47.699999999999996
202126,AG,female,16325,sex,345258,304869,4.73,88.3,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.467,46.7
202127,AG,female,16360,sex,345258,321229,4.74,93.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.458,45.800000000000004
202128,AG,female,13163,sex,345258,334392,3.81,96.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.447,44.7
202129,AG,female,8881,sex,345258,343273,2.57,99.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.465,46.5
202130,AG,female,7049,sex,345258,350322,2.04,101.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.479,47.9
202131,AG,female,6254,sex,345258,356576,1.81,103.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.488,48.8
202132,AG,female,5416,sex,345258,361992,1.57,104.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.484,48.4
202133,AG,female,6008,sex,345258,368000,1.74,106.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.497,49.7
202134,AG,female,7482,sex,345258,375482,2.17,108.75,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.497,49.7
202135,AG,female,7295,sex,345258,382777,2.11,110.87,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.492,49.2
202136,AG,female,8266,sex,345258,391043,2.39,113.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.478,47.8
202137,AG,female,9217,sex,345258,400260,2.67,115.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.475,47.5
202138,AG,female,8080,sex,345258,408340,2.34,118.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.496,49.6
202139,AG,female,7171,sex,345258,415511,2.08,120.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.489,48.9
202140,AG,female,6483,sex,345258,421994,1.88,122.23,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.477,47.699999999999996
202141,AG,female,6573,sex,345258,428567,1.9,124.13,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.476,47.599999999999994
202142,AG,female,5147,sex,345258,433714,1.49,125.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.477,47.699999999999996
202143,AG,female,3973,sex,345258,437687,1.15,126.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.481,48.1
202144,AG,female,2714,sex,345258,440401,0.79,127.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.457,45.7
202145,AG,female,3832,sex,345258,444233,1.11,128.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.504,50.4
202146,AG,female,12199,sex,345258,456432,3.53,132.2,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.499,49.9
202147,AG,female,14858,sex,345258,471290,4.3,136.5,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.537,53.7
202148,AG,female,17275,sex,345258,488565,5,141.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.539,53.900000000000006
202149,AG,female,17529,sex,345258,506094,5.08,146.58,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.531,53.1
202052,AG,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202053,AG,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202101,AG,unknown,1,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202102,AG,unknown,1,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202103,AG,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202104,AG,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202105,AG,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202106,AG,unknown,1,sex,NA,3,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202107,AG,unknown,0,sex,NA,3,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202108,AG,unknown,0,sex,NA,3,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202109,AG,unknown,0,sex,NA,3,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202110,AG,unknown,1,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202111,AG,unknown,0,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202112,AG,unknown,1,sex,NA,5,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202113,AG,unknown,0,sex,NA,5,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202114,AG,unknown,1,sex,NA,6,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202115,AG,unknown,0,sex,NA,6,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202116,AG,unknown,1,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202117,AG,unknown,0,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202118,AG,unknown,0,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202119,AG,unknown,0,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202120,AG,unknown,1,sex,NA,8,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202121,AG,unknown,3,sex,NA,11,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202122,AG,unknown,0,sex,NA,11,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202123,AG,unknown,0,sex,NA,11,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202124,AG,unknown,1,sex,NA,12,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202125,AG,unknown,3,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202126,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202127,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202128,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202129,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202130,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202131,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202132,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202133,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202134,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202135,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202136,AG,unknown,0,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202137,AG,unknown,3,sex,NA,18,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202138,AG,unknown,0,sex,NA,18,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202139,AG,unknown,0,sex,NA,18,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202140,AG,unknown,0,sex,NA,18,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202141,AG,unknown,1,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202142,AG,unknown,0,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202143,AG,unknown,0,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202144,AG,unknown,0,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202145,AG,unknown,0,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202146,AG,unknown,0,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202147,AG,unknown,1,sex,NA,20,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202148,AG,unknown,0,sex,NA,20,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202149,AG,unknown,0,sex,NA,20,NA,NA,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202052,AI,male,10,sex,8361,10,0.12,0.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.222,22.2
202053,AI,male,0,sex,8361,10,0,0.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202101,AI,male,180,sex,8361,190,2.15,2.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.511,51.1
202102,AI,male,95,sex,8361,285,1.14,3.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.49,49
202103,AI,male,177,sex,8361,462,2.12,5.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.494,49.4
202104,AI,male,68,sex,8361,530,0.81,6.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.391,39.1
202105,AI,male,166,sex,8361,696,1.99,8.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.512,51.2
202106,AI,male,141,sex,8361,837,1.69,10.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.476,47.599999999999994
202107,AI,male,197,sex,8361,1034,2.36,12.37,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.488,48.8
202108,AI,male,52,sex,8361,1086,0.62,12.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.481,48.1
202109,AI,male,35,sex,8361,1121,0.42,13.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.467,46.7
202110,AI,male,48,sex,8361,1169,0.57,13.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.449,44.9
202111,AI,male,9,sex,8361,1178,0.11,14.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.375,37.5
202112,AI,male,135,sex,8361,1313,1.61,15.7,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.402,40.2
202113,AI,male,318,sex,8361,1631,3.8,19.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.483,48.3
202114,AI,male,152,sex,8361,1783,1.82,21.33,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.483,48.3
202115,AI,male,52,sex,8361,1835,0.62,21.95,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.495,49.5
202116,AI,male,311,sex,8361,2146,3.72,25.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.481,48.1
202117,AI,male,534,sex,8361,2680,6.39,32.05,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.484,48.4
202118,AI,male,346,sex,8361,3026,4.14,36.19,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.493,49.3
202119,AI,male,259,sex,8361,3285,3.1,39.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.522,52.2
202120,AI,male,406,sex,8361,3691,4.86,44.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.516,51.6
202121,AI,male,621,sex,8361,4312,7.43,51.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.528,52.800000000000004
202122,AI,male,613,sex,8361,4925,7.33,58.9,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.528,52.800000000000004
202123,AI,male,371,sex,8361,5296,4.44,63.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.538,53.800000000000004
202124,AI,male,242,sex,8361,5538,2.89,66.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.515,51.5
202125,AI,male,422,sex,8361,5960,5.05,71.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.552,55.2
202126,AI,male,442,sex,8361,6402,5.29,76.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.536,53.6
202127,AI,male,204,sex,8361,6606,2.44,79.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.576,57.599999999999994
202128,AI,male,115,sex,8361,6721,1.38,80.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.5,50
202129,AI,male,75,sex,8361,6796,0.9,81.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.56,56.00000000000001
202130,AI,male,83,sex,8361,6879,0.99,82.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.557,55.7
202131,AI,male,90,sex,8361,6969,1.08,83.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.562,56.2
202132,AI,male,99,sex,8361,7068,1.18,84.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.544,54.400000000000006
202133,AI,male,94,sex,8361,7162,1.12,85.66,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.516,51.6
202134,AI,male,165,sex,8361,7327,1.97,87.63,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.506,50.6
202135,AI,male,164,sex,8361,7491,1.96,89.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.511,51.1
202136,AI,male,168,sex,8361,7659,2.01,91.6,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.533,53.300000000000004
202137,AI,male,272,sex,8361,7931,3.25,94.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.523,52.300000000000004
202138,AI,male,158,sex,8361,8089,1.89,96.75,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.497,49.7
202139,AI,male,161,sex,8361,8250,1.93,98.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.478,47.8
202140,AI,male,163,sex,8361,8413,1.95,100.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.529,52.900000000000006
202141,AI,male,194,sex,8361,8607,2.32,102.94,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.574,57.4
202142,AI,male,88,sex,8361,8695,1.05,103.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.456,45.6
202143,AI,male,77,sex,8361,8772,0.92,104.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.448,44.800000000000004
202144,AI,male,51,sex,8361,8823,0.61,105.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.526,52.6
202145,AI,male,427,sex,8361,9250,5.11,110.63,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.518,51.800000000000004
202146,AI,male,226,sex,8361,9476,2.7,113.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.485,48.5
202147,AI,male,259,sex,8361,9735,3.1,116.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.522,52.2
202148,AI,male,245,sex,8361,9980,2.93,119.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.47,47
202149,AI,male,155,sex,8361,10135,1.85,121.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.473,47.3
202052,AI,female,35,sex,7932,35,0.44,0.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.778,77.8
202053,AI,female,0,sex,7932,35,0,0.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202101,AI,female,172,sex,7932,207,2.17,2.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.489,48.9
