date,altersklasse_covid19,vaccine,geoRegion,type,entries,pop,sumTotal,per100Persons,per100PersonsTotal,type_variant,version
202052,50 - 59,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,190,1305543,190,0.01,0.01,altersklasse_covid19,2021-12-06_07-48-24
202052,50 - 59,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,1305543,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,moderna,CHFL,COVID19AtLeastOneDosePersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,moderna,CHFL,COVID19FullyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,moderna,CHFL,COVID19PartiallyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,moderna,CHFL,COVID19FirstBoosterPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,115,972277,115,0.01,0.01,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,115,972277,115,0.01,0.01,altersklasse_covid19,2021-12-06_07-48-24
202052,60 - 69,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,739913,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,739913,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,moderna,CHFL,COVID19AtLeastOneDosePersons,1,739913,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,moderna,CHFL,COVID19FullyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,moderna,CHFL,COVID19PartiallyVaccPersons,1,739913,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,moderna,CHFL,COVID19FirstBoosterPersons,0,739913,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,103,739913,103,0.01,0.01,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,103,739913,103,0.01,0.01,altersklasse_covid19,2021-12-06_07-48-24
202052,70 - 79,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,739913,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,459898,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,459898,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,moderna,CHFL,COVID19AtLeastOneDosePersons,0,459898,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,moderna,CHFL,COVID19FullyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,moderna,CHFL,COVID19PartiallyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,moderna,CHFL,COVID19FirstBoosterPersons,0,459898,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,424,459898,424,0.09,0.09,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,459898,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,424,459898,424,0.09,0.09,altersklasse_covid19,2021-12-06_07-48-24
202052,80+,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,459898,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,880587,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,880587,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,moderna,CHFL,COVID19AtLeastOneDosePersons,0,880587,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,moderna,CHFL,COVID19FullyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,moderna,CHFL,COVID19PartiallyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,moderna,CHFL,COVID19FirstBoosterPersons,0,880587,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,1,880587,2,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,880587,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,1,880587,2,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,0 - 9,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,880587,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,853375,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,853375,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,moderna,CHFL,COVID19AtLeastOneDosePersons,0,853375,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,moderna,CHFL,COVID19FullyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,moderna,CHFL,COVID19PartiallyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,moderna,CHFL,COVID19FirstBoosterPersons,0,853375,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,22,853375,33,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,853375,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,22,853375,33,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,10 - 19,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,853375,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,1042617,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,1042617,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,moderna,CHFL,COVID19AtLeastOneDosePersons,1,1042617,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,moderna,CHFL,COVID19FullyVaccPersons,0,1042617,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,moderna,CHFL,COVID19PartiallyVaccPersons,1,1042617,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,moderna,CHFL,COVID19FirstBoosterPersons,0,1042617,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,163,1042617,221,0.02,0.02,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,pfizer_biontech,CHFL,COVID19FullyVaccPersons,1,1042617,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,162,1042617,220,0.02,0.02,altersklasse_covid19,2021-12-06_07-48-24
202053,20 - 29,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,1,1042617,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,1248240,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,1248240,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,moderna,CHFL,COVID19AtLeastOneDosePersons,0,1248240,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,moderna,CHFL,COVID19FullyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,moderna,CHFL,COVID19PartiallyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,moderna,CHFL,COVID19FirstBoosterPersons,0,1248240,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,235,1248240,305,0.02,0.02,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,pfizer_biontech,CHFL,COVID19FullyVaccPersons,0,1248240,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,235,1248240,305,0.02,0.02,altersklasse_covid19,2021-12-06_07-48-24
202053,30 - 39,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,1248240,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,1,1206905,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,johnson_johnson,CHFL,COVID19FullyVaccPersons,1,1206905,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,1206905,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,1206905,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,moderna,CHFL,COVID19AtLeastOneDosePersons,1,1206905,2,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,moderna,CHFL,COVID19FullyVaccPersons,0,1206905,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,moderna,CHFL,COVID19PartiallyVaccPersons,1,1206905,2,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,moderna,CHFL,COVID19FirstBoosterPersons,1,1206905,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,313,1206905,443,0.03,0.04,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,pfizer_biontech,CHFL,COVID19FullyVaccPersons,1,1206905,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,312,1206905,442,0.03,0.04,altersklasse_covid19,2021-12-06_07-48-24
202053,40 - 49,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,1206905,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,1305543,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,1305543,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,moderna,CHFL,COVID19AtLeastOneDosePersons,0,1305543,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,moderna,CHFL,COVID19FullyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,moderna,CHFL,COVID19PartiallyVaccPersons,0,1305543,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,moderna,CHFL,COVID19FirstBoosterPersons,0,1305543,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,486,1305543,676,0.04,0.05,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,pfizer_biontech,CHFL,COVID19FullyVaccPersons,2,1305543,2,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,484,1305543,674,0.04,0.05,altersklasse_covid19,2021-12-06_07-48-24
202053,50 - 59,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,1305543,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,johnson_johnson,CHFL,COVID19PartiallyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,johnson_johnson,CHFL,COVID19FirstBoosterPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,moderna,CHFL,COVID19AtLeastOneDosePersons,1,972277,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,moderna,CHFL,COVID19FullyVaccPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,moderna,CHFL,COVID19PartiallyVaccPersons,1,972277,1,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,moderna,CHFL,COVID19FirstBoosterPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,pfizer_biontech,CHFL,COVID19AtLeastOneDosePersons,885,972277,1000,0.09,0.1,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,pfizer_biontech,CHFL,COVID19FullyVaccPersons,3,972277,3,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,pfizer_biontech,CHFL,COVID19PartiallyVaccPersons,882,972277,997,0.09,0.1,altersklasse_covid19,2021-12-06_07-48-24
202053,60 - 69,pfizer_biontech,CHFL,COVID19FirstBoosterPersons,0,972277,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,70 - 79,johnson_johnson,CHFL,COVID19AtLeastOneDosePersons,0,739913,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
202053,70 - 79,johnson_johnson,CHFL,COVID19FullyVaccPersons,0,739913,0,0,0,altersklasse_covid19,2021-12-06_07-48-24
